"";"lemma";"ministre";"spec";"n"
"8339";"encadrer";"Nicolas Hulot";0,4372;8
"8340";"propos";"Nicolas Hulot";0,4372;8
"8341";"proposé";"Nicolas Hulot";0,4372;11
"8342";"vecteur";"Nicolas Hulot";0,4372;8
"8343";"définir";"François de Rugy";0,4359;54
"8344";"familial";"Barbara Pompili";0,4358;9
"8345";"provisoire";"Barbara Pompili";0,4358;9
"8346";"adoption";"François de Rugy";0,4358;6
"8347";"bande";"François de Rugy";0,4358;6
"8348";"compétent";"François de Rugy";0,4358;6
"8349";"vital";"François de Rugy";0,4358;6
"8350";"zoologique";"François de Rugy";0,4358;6
"8351";"semaine";"François de Rugy";0,4357;88
"8352";"uni";"Élisabeth Borne";0,4351;27
"8353";"institut";"Barbara Pompili";0,4346;19
"8354";"regagner";"Barbara Pompili";0,4346;19
"8355";"responsabilité";"Élisabeth Borne";0,4346;55
"8356";"accent";"François de Rugy";0,4345;1
"8357";"achevé";"François de Rugy";0,4345;1
"8358";"adhésion";"François de Rugy";0,4345;1
"8359";"administrer";"François de Rugy";0,4345;1
"8360";"adventice";"François de Rugy";0,4345;1
"8361";"aigu";"François de Rugy";0,4345;1
"8362";"alouette";"François de Rugy";0,4345;1
"8363";"approbation";"François de Rugy";0,4345;1
"8364";"approfondissement";"François de Rugy";0,4345;1
"8365";"arable";"François de Rugy";0,4345;1
"8366";"armement";"François de Rugy";0,4345;1
"8367";"artisanat";"François de Rugy";0,4345;1
"8368";"atomique";"François de Rugy";0,4345;1
"8369";"attenant";"François de Rugy";0,4345;1
"8370";"audiovisuel";"François de Rugy";0,4345;1
"8371";"auditif";"François de Rugy";0,4345;1
"8372";"avionneur";"François de Rugy";0,4345;1
"8373";"barge";"François de Rugy";0,4345;1
"8374";"biscuit";"François de Rugy";0,4345;1
"8375";"boîtier";"François de Rugy";0,4345;1
"8376";"bouc";"François de Rugy";0,4345;1
"8377";"bouillonner";"François de Rugy";0,4345;1
"8378";"brouillard";"François de Rugy";0,4345;1
"8379";"brunet";"François de Rugy";0,4345;1
"8380";"buisson";"François de Rugy";0,4345;1
"8381";"calotte";"François de Rugy";0,4345;1
"8382";"carme";"François de Rugy";0,4345;1
"8383";"catalogne";"François de Rugy";0,4345;1
"8384";"catastrophique";"François de Rugy";0,4345;1
"8385";"cendrier";"François de Rugy";0,4345;1
"8386";"censurer";"François de Rugy";0,4345;1
"8387";"cessation";"François de Rugy";0,4345;1
"8388";"chaux";"François de Rugy";0,4345;1
"8389";"chien";"François de Rugy";0,4345;1
"8390";"clientèle";"François de Rugy";0,4345;1
"8391";"coach";"François de Rugy";0,4345;1
"8392";"collatéral";"François de Rugy";0,4345;1
"8393";"coller";"François de Rugy";0,4345;1
"8394";"comestible";"François de Rugy";0,4345;1
"8395";"commissionnaire";"François de Rugy";0,4345;1
"8396";"concis";"François de Rugy";0,4345;1
"8397";"concorder";"François de Rugy";0,4345;1
"8398";"conserverie";"François de Rugy";0,4345;1
"8399";"consigné";"François de Rugy";0,4345;1
"8400";"consultable";"François de Rugy";0,4345;1
"8401";"container";"François de Rugy";0,4345;1
"8402";"coordonné";"François de Rugy";0,4345;1
"8403";"cotation";"François de Rugy";0,4345;1
"8404";"coter";"François de Rugy";0,4345;1
"8405";"courbe";"François de Rugy";0,4345;1
"8406";"courlis";"François de Rugy";0,4345;1
"8407";"cran";"François de Rugy";0,4345;1
"8408";"croisière";"François de Rugy";0,4345;1
"8409";"cube";"François de Rugy";0,4345;1
"8410";"cynégétique";"François de Rugy";0,4345;1
"8411";"décongestion";"François de Rugy";0,4345;1
"8412";"décrocher";"François de Rugy";0,4345;1
"8413";"décroissant";"François de Rugy";0,4345;1
"8414";"délaissé";"François de Rugy";0,4345;1
"8415";"délimitation";"François de Rugy";0,4345;1
"8416";"démographie";"François de Rugy";0,4345;1
"8417";"dénoter";"François de Rugy";0,4345;1
"8418";"dépêcher";"François de Rugy";0,4345;1
"8419";"dérouter";"François de Rugy";0,4345;1
"8420";"désavantager";"François de Rugy";0,4345;1
"8421";"désengagement";"François de Rugy";0,4345;1
"8422";"désoxygénation";"François de Rugy";0,4345;1
"8423";"détenu";"François de Rugy";0,4345;1
"8424";"détroit";"François de Rugy";0,4345;1
"8425";"différend";"François de Rugy";0,4345;1
"8426";"différentiel";"François de Rugy";0,4345;1
"8427";"diplômer";"François de Rugy";0,4345;1
"8428";"discriminatoire";"François de Rugy";0,4345;1
"8429";"disparu";"François de Rugy";0,4345;1
"8430";"dissimuler";"François de Rugy";0,4345;1
"8431";"dose";"François de Rugy";0,4345;1
"8432";"dupliquer";"François de Rugy";0,4345;1
"8433";"échouer";"François de Rugy";0,4345;1
"8434";"émanation";"François de Rugy";0,4345;1
"8435";"enfance";"François de Rugy";0,4345;1
"8436";"enthousiaste";"François de Rugy";0,4345;1
"8437";"envol";"François de Rugy";0,4345;1
"8438";"épandage";"François de Rugy";0,4345;1
"8439";"erroné";"François de Rugy";0,4345;1
"8440";"éthiopien";"François de Rugy";0,4345;1
"8441";"étiquetage";"François de Rugy";0,4345;1
"8442";"éventail";"François de Rugy";0,4345;1
"8443";"évitable";"François de Rugy";0,4345;1
"8444";"excédent";"François de Rugy";0,4345;1
"8445";"exploit";"François de Rugy";0,4345;1
"8446";"exploration";"François de Rugy";0,4345;1
"8447";"exportation";"François de Rugy";0,4345;1
"8448";"factuel";"François de Rugy";0,4345;1
"8449";"fare";"François de Rugy";0,4345;1
"8450";"fausser";"François de Rugy";0,4345;1
"8451";"fautif";"François de Rugy";0,4345;1
"8452";"fermier";"François de Rugy";0,4345;1
"8453";"festivité";"François de Rugy";0,4345;1
"8454";"fidélité";"François de Rugy";0,4345;1
"8455";"figer";"François de Rugy";0,4345;1
"8456";"finesse";"François de Rugy";0,4345;1
"8457";"fluctuation";"François de Rugy";0,4345;1
"8458";"folie";"François de Rugy";0,4345;1
"8459";"fougère";"François de Rugy";0,4345;1
"8460";"fourgon";"François de Rugy";0,4345;1
"8461";"fragment";"François de Rugy";0,4345;1
"8462";"frémir";"François de Rugy";0,4345;1
"8463";"gazeux";"François de Rugy";0,4345;1
"8464";"généraliste";"François de Rugy";0,4345;1
"8465";"géoscience";"François de Rugy";0,4345;1
"8466";"glaciaire";"François de Rugy";0,4345;1
"8467";"graphique";"François de Rugy";0,4345;1
"8468";"gratifier";"François de Rugy";0,4345;1
"8469";"grive";"François de Rugy";0,4345;1
"8470";"grotte";"François de Rugy";0,4345;1
"8471";"hiérarchie";"François de Rugy";0,4345;1
"8472";"honnête";"François de Rugy";0,4345;1
"8473";"imparti";"François de Rugy";0,4345;1
"8474";"imperfection";"François de Rugy";0,4345;1
"8475";"impressionnant";"François de Rugy";0,4345;1
"8476";"inadaptation";"François de Rugy";0,4345;1
"8477";"incarné";"François de Rugy";0,4345;1
"8478";"incontestable";"François de Rugy";0,4345;1
"8479";"indéterminé";"François de Rugy";0,4345;1
"8480";"indignation";"François de Rugy";0,4345;1
"8481";"inhérent";"François de Rugy";0,4345;1
"8482";"instabilité";"François de Rugy";0,4345;1
"8483";"insularité";"François de Rugy";0,4345;1
"8484";"interpréter";"François de Rugy";0,4345;1
"8485";"intervalle";"François de Rugy";0,4345;1
"8486";"intransigeant";"François de Rugy";0,4345;1
"8487";"involontaire";"François de Rugy";0,4345;1
"8488";"justification";"François de Rugy";0,4345;1
"8489";"laïque";"François de Rugy";0,4345;1
"8490";"laverie";"François de Rugy";0,4345;1
"8491";"li";"François de Rugy";0,4345;1
"8492";"lourdeur";"François de Rugy";0,4345;1
"8493";"loutre";"François de Rugy";0,4345;1
"8494";"malaise";"François de Rugy";0,4345;1
"8495";"malveillant";"François de Rugy";0,4345;1
"8496";"manufacturier";"François de Rugy";0,4345;1
"8497";"marraine";"François de Rugy";0,4345;1
"8498";"matrice";"François de Rugy";0,4345;1
"8499";"maxime";"François de Rugy";0,4345;1
"8500";"mécénat";"François de Rugy";0,4345;1
"8501";"mère";"François de Rugy";0,4345;1
"8502";"merle";"François de Rugy";0,4345;1
"8503";"miel";"François de Rugy";0,4345;1
"8504";"mini";"François de Rugy";0,4345;1
"8505";"mobilisateur";"François de Rugy";0,4345;1
"8506";"morceau";"François de Rugy";0,4345;1
"8507";"mûr";"François de Rugy";0,4345;1
"8508";"musicien";"François de Rugy";0,4345;1
"8509";"naïf";"François de Rugy";0,4345;1
"8510";"napoléon";"François de Rugy";0,4345;1
"8511";"naviguer";"François de Rugy";0,4345;1
"8512";"nef";"François de Rugy";0,4345;1
"8513";"négociable";"François de Rugy";0,4345;1
"8514";"neutralisation";"François de Rugy";0,4345;1
"8515";"nomade";"François de Rugy";0,4345;1
"8516";"nomenclature";"François de Rugy";0,4345;1
"8517";"nuancer";"François de Rugy";0,4345;1
"8518";"nuisible";"François de Rugy";0,4345;1
"8519";"orateur";"François de Rugy";0,4345;1
"8520";"originaire";"François de Rugy";0,4345;1
"8521";"orphelin";"François de Rugy";0,4345;1
"8522";"pareil";"François de Rugy";0,4345;1
"8523";"patte";"François de Rugy";0,4345;1
"8524";"pécheur";"François de Rugy";0,4345;1
"8525";"pérenniser";"François de Rugy";0,4345;1
"8526";"phonique";"François de Rugy";0,4345;1
"8527";"pin";"François de Rugy";0,4345;1
"8528";"plainte";"François de Rugy";0,4345;1
"8529";"planer";"François de Rugy";0,4345;1
"8530";"pointu";"François de Rugy";0,4345;1
"8531";"poupard";"François de Rugy";0,4345;1
"8532";"préindustriel";"François de Rugy";0,4345;1
"8533";"préjuger";"François de Rugy";0,4345;1
"8534";"preneur";"François de Rugy";0,4345;1
"8535";"prestige";"François de Rugy";0,4345;1
"8536";"présumer";"François de Rugy";0,4345;1
"8537";"prétendre";"François de Rugy";0,4345;1
"8538";"ralliement";"François de Rugy";0,4345;1
"8539";"rallonger";"François de Rugy";0,4345;1
"8540";"raréfaction";"François de Rugy";0,4345;1
"8541";"réalisable";"François de Rugy";0,4345;1
"8542";"réceptionner";"François de Rugy";0,4345;1
"8543";"réchauffer";"François de Rugy";0,4345;1
"8544";"recouvrement";"François de Rugy";0,4345;1
"8545";"référencer";"François de Rugy";0,4345;1
"8546";"régner";"François de Rugy";0,4345;1
"8547";"régression";"François de Rugy";0,4345;1
"8548";"réinjecter";"François de Rugy";0,4345;1
"8549";"réinstaller";"François de Rugy";0,4345;1
"8550";"rejeté";"François de Rugy";0,4345;1
"8551";"remplaçant";"François de Rugy";0,4345;1
"8552";"repoussant";"François de Rugy";0,4345;1
"8553";"réputation";"François de Rugy";0,4345;1
"8554";"réputer";"François de Rugy";0,4345;1
"8555";"réquisition";"François de Rugy";0,4345;1
"8556";"rétention";"François de Rugy";0,4345;1
"8557";"révolutionner";"François de Rugy";0,4345;1
"8558";"robinet";"François de Rugy";0,4345;1
"8559";"rogner";"François de Rugy";0,4345;1
"8560";"roumain";"François de Rugy";0,4345;1
"8561";"rythmé";"François de Rugy";0,4345;1
"8562";"sage";"François de Rugy";0,4345;1
"8563";"scanner";"François de Rugy";0,4345;1
"8564";"sensoriel";"François de Rugy";0,4345;1
"8565";"séquençage";"François de Rugy";0,4345;1
"8566";"séquestrer";"François de Rugy";0,4345;1
"8567";"serpent";"François de Rugy";0,4345;1
"8568";"sèvres";"François de Rugy";0,4345;1
"8569";"simplicité";"François de Rugy";0,4345;1
"8570";"sonnette";"François de Rugy";0,4345;1
"8571";"soustraire";"François de Rugy";0,4345;1
"8572";"strate";"François de Rugy";0,4345;1
"8573";"subsaharien";"François de Rugy";0,4345;1
"8574";"survivre";"François de Rugy";0,4345;1
"8575";"tabou";"François de Rugy";0,4345;1
"8576";"tasse";"François de Rugy";0,4345;1
"8577";"technicité";"François de Rugy";0,4345;1
"8578";"tempéré";"François de Rugy";0,4345;1
"8579";"tenable";"François de Rugy";0,4345;1
"8580";"tergiversation";"François de Rugy";0,4345;1
"8581";"tétras";"François de Rugy";0,4345;1
"8582";"transcrire";"François de Rugy";0,4345;1
"8583";"transiger";"François de Rugy";0,4345;1
"8584";"trillion";"François de Rugy";0,4345;1
"8585";"trinité";"François de Rugy";0,4345;1
"8586";"uniforme";"François de Rugy";0,4345;1
"8587";"vallon";"François de Rugy";0,4345;1
"8588";"vanne";"François de Rugy";0,4345;1
"8589";"vétusté";"François de Rugy";0,4345;1
"8590";"visé";"François de Rugy";0,4345;1
"8591";"visée";"François de Rugy";0,4345;1
"8592";"voûte";"François de Rugy";0,4345;1
"8593";"walter";"François de Rugy";0,4345;1
"8594";"écosystème";"François de Rugy";0,4341;50
"8595";"exposer";"Barbara Pompili";0,4335;27
"8596";"diversifier";"Élisabeth Borne";0,4334;11
"8597";"franchir";"Élisabeth Borne";0,4334;11
"8598";"banc";"Nicolas Hulot";0,4333;4
"8599";"consignation";"Nicolas Hulot";0,4333;4
"8600";"coordonnateur";"Nicolas Hulot";0,4333;4
"8601";"dialoguer";"Nicolas Hulot";0,4333;4
"8602";"genre";"Nicolas Hulot";0,4333;4
"8603";"pénurie";"Nicolas Hulot";0,4333;4
"8604";"présidentiel";"Nicolas Hulot";0,4333;4
"8605";"spécialiste";"Nicolas Hulot";0,4333;4
"8606";"succéder";"Nicolas Hulot";0,4333;4
"8607";"vilain";"Nicolas Hulot";0,4333;4
"8608";"acceptation";"Élisabeth Borne";0,4332;1
"8609";"administrer";"Élisabeth Borne";0,4332;1
"8610";"adolescent";"Élisabeth Borne";0,4332;1
"8611";"adventice";"Élisabeth Borne";0,4332;1
"8612";"aéré";"Élisabeth Borne";0,4332;1
"8613";"affluence";"Élisabeth Borne";0,4332;1
"8614";"alphabétique";"Élisabeth Borne";0,4332;1
"8615";"anodin";"Élisabeth Borne";0,4332;1
"8616";"appliqué";"Élisabeth Borne";0,4332;1
"8617";"attenant";"Élisabeth Borne";0,4332;1
"8618";"attrayant";"Élisabeth Borne";0,4332;1
"8619";"audiovisuel";"Élisabeth Borne";0,4332;1
"8620";"auguste";"Élisabeth Borne";0,4332;1
"8621";"avionneur";"Élisabeth Borne";0,4332;1
"8622";"baret";"Élisabeth Borne";0,4332;1
"8623";"biberon";"Élisabeth Borne";0,4332;1
"8624";"bienveillance";"Élisabeth Borne";0,4332;1
"8625";"bienveillant";"Élisabeth Borne";0,4332;1
"8626";"biodégradable";"Élisabeth Borne";0,4332;1
"8627";"boîtier";"Élisabeth Borne";0,4332;1
"8628";"bouquet";"Élisabeth Borne";0,4332;1
"8629";"brûlage";"Élisabeth Borne";0,4332;1
"8630";"butoir";"Élisabeth Borne";0,4332;1
"8631";"caller";"Élisabeth Borne";0,4332;1
"8632";"campeur";"Élisabeth Borne";0,4332;1
"8633";"capturer";"Élisabeth Borne";0,4332;1
"8634";"cendre";"Élisabeth Borne";0,4332;1
"8635";"cessation";"Élisabeth Borne";0,4332;1
"8636";"chien";"Élisabeth Borne";0,4332;1
"8637";"cinquantenaire";"Élisabeth Borne";0,4332;1
"8638";"citadelle";"Élisabeth Borne";0,4332;1
"8639";"climatiseur";"Élisabeth Borne";0,4332;1
"8640";"cloisonné";"Élisabeth Borne";0,4332;1
"8641";"colza";"Élisabeth Borne";0,4332;1
"8642";"combine";"Élisabeth Borne";0,4332;1
"8643";"commercialiser";"Élisabeth Borne";0,4332;1
"8644";"compromettant";"Élisabeth Borne";0,4332;1
"8645";"condescendance";"Élisabeth Borne";0,4332;1
"8646";"confondre";"Élisabeth Borne";0,4332;1
"8647";"conserverie";"Élisabeth Borne";0,4332;1
"8648";"conversation";"Élisabeth Borne";0,4332;1
"8649";"convivialité";"Élisabeth Borne";0,4332;1
"8650";"coûtant";"Élisabeth Borne";0,4332;1
"8651";"cran";"Élisabeth Borne";0,4332;1
"8652";"creux";"Élisabeth Borne";0,4332;1
"8653";"cynique";"Élisabeth Borne";0,4332;1
"8654";"déchirement";"Élisabeth Borne";0,4332;1
"8655";"décongestionner";"Élisabeth Borne";0,4332;1
"8656";"décroissant";"Élisabeth Borne";0,4332;1
"8657";"défaire";"Élisabeth Borne";0,4332;1
"8658";"délaissé";"Élisabeth Borne";0,4332;1
"8659";"dépêcher";"Élisabeth Borne";0,4332;1
"8660";"dérouter";"Élisabeth Borne";0,4332;1
"8661";"désaffecté";"Élisabeth Borne";0,4332;1
"8662";"désavantager";"Élisabeth Borne";0,4332;1
"8663";"désinformation";"Élisabeth Borne";0,4332;1
"8664";"désirer";"Élisabeth Borne";0,4332;1
"8665";"désoxygénation";"Élisabeth Borne";0,4332;1
"8666";"détergent";"Élisabeth Borne";0,4332;1
"8667";"dicter";"Élisabeth Borne";0,4332;1
"8668";"diluer";"Élisabeth Borne";0,4332;1
"8669";"disparu";"Élisabeth Borne";0,4332;1
"8670";"dissémination";"Élisabeth Borne";0,4332;1
"8671";"dissimuler";"Élisabeth Borne";0,4332;1
"8672";"dissolution";"Élisabeth Borne";0,4332;1
"8673";"domino";"Élisabeth Borne";0,4332;1
"8674";"douteux";"Élisabeth Borne";0,4332;1
"8675";"éclairant";"Élisabeth Borne";0,4332;1
"8676";"écraser";"Élisabeth Borne";0,4332;1
"8677";"émanation";"Élisabeth Borne";0,4332;1
"8678";"embauche";"Élisabeth Borne";0,4332;1
"8679";"emprise";"Élisabeth Borne";0,4332;1
"8680";"enclin";"Élisabeth Borne";0,4332;1
"8681";"enlèvement";"Élisabeth Borne";0,4332;1
"8682";"entasser";"Élisabeth Borne";0,4332;1
"8683";"épandage";"Élisabeth Borne";0,4332;1
"8684";"étalement";"Élisabeth Borne";0,4332;1
"8685";"été";"Élisabeth Borne";0,4332;1
"8686";"étoffer";"Élisabeth Borne";0,4332;1
"8687";"exigu";"Élisabeth Borne";0,4332;1
"8688";"existentiel";"Élisabeth Borne";0,4332;1
"8689";"exorbitant";"Élisabeth Borne";0,4332;1
"8690";"expédier";"Élisabeth Borne";0,4332;1
"8691";"faisceau";"Élisabeth Borne";0,4332;1
"8692";"fausser";"Élisabeth Borne";0,4332;1
"8693";"fautif";"Élisabeth Borne";0,4332;1
"8694";"fécond";"Élisabeth Borne";0,4332;1
"8695";"fermier";"Élisabeth Borne";0,4332;1
"8696";"fidélité";"Élisabeth Borne";0,4332;1
"8697";"flexible";"Élisabeth Borne";0,4332;1
"8698";"fourgon";"Élisabeth Borne";0,4332;1
"8699";"frigorifique";"Élisabeth Borne";0,4332;1
"8700";"full";"Élisabeth Borne";0,4332;1
"8701";"fusionner";"Élisabeth Borne";0,4332;1
"8702";"gazeux";"Élisabeth Borne";0,4332;1
"8703";"glacé";"Élisabeth Borne";0,4332;1
"8704";"gloria";"Élisabeth Borne";0,4332;1
"8705";"grain";"Élisabeth Borne";0,4332;1
"8706";"gratifier";"Élisabeth Borne";0,4332;1
"8707";"homologuer";"Élisabeth Borne";0,4332;1
"8708";"honnête";"Élisabeth Borne";0,4332;1
"8709";"horizontal";"Élisabeth Borne";0,4332;1
"8710";"if";"Élisabeth Borne";0,4332;1
"8711";"imbriqué";"Élisabeth Borne";0,4332;1
"8712";"imparti";"Élisabeth Borne";0,4332;1
"8713";"impressionnant";"Élisabeth Borne";0,4332;1
"8714";"inattendu";"Élisabeth Borne";0,4332;1
"8715";"incarné";"Élisabeth Borne";0,4332;1
"8716";"inspecter";"Élisabeth Borne";0,4332;1
"8717";"instabilité";"Élisabeth Borne";0,4332;1
"8718";"instable";"Élisabeth Borne";0,4332;1
"8719";"insularité";"Élisabeth Borne";0,4332;1
"8720";"intelligible";"Élisabeth Borne";0,4332;1
"8721";"intercontinental";"Élisabeth Borne";0,4332;1
"8722";"intransigeant";"Élisabeth Borne";0,4332;1
"8723";"invasif";"Élisabeth Borne";0,4332;1
"8724";"involontaire";"Élisabeth Borne";0,4332;1
"8725";"jargon";"Élisabeth Borne";0,4332;1
"8726";"kilogramme";"Élisabeth Borne";0,4332;1
"8727";"lituanien";"Élisabeth Borne";0,4332;1
"8728";"lobby";"Élisabeth Borne";0,4332;1
"8729";"loche";"Élisabeth Borne";0,4332;1
"8730";"lynx";"Élisabeth Borne";0,4332;1
"8731";"macro";"Élisabeth Borne";0,4332;1
"8732";"mailler";"Élisabeth Borne";0,4332;1
"8733";"malveillance";"Élisabeth Borne";0,4332;1
"8734";"manager";"Élisabeth Borne";0,4332;1
"8735";"manufacturier";"Élisabeth Borne";0,4332;1
"8736";"martiniquais";"Élisabeth Borne";0,4332;1
"8737";"matrice";"Élisabeth Borne";0,4332;1
"8738";"mécénat";"Élisabeth Borne";0,4332;1
"8739";"médiéval";"Élisabeth Borne";0,4332;1
"8740";"méga";"Élisabeth Borne";0,4332;1
"8741";"mentir";"Élisabeth Borne";0,4332;1
"8742";"meunier";"Élisabeth Borne";0,4332;1
"8743";"morceler";"Élisabeth Borne";0,4332;1
"8744";"mouche";"Élisabeth Borne";0,4332;1
"8745";"mythique";"Élisabeth Borne";0,4332;1
"8746";"naviguer";"Élisabeth Borne";0,4332;1
"8747";"nid";"Élisabeth Borne";0,4332;1
"8748";"nomenclature";"Élisabeth Borne";0,4332;1
"8749";"nuancer";"Élisabeth Borne";0,4332;1
"8750";"nuisible";"Élisabeth Borne";0,4332;1
"8751";"observateur";"Élisabeth Borne";0,4332;1
"8752";"obsolescence";"Élisabeth Borne";0,4332;1
"8753";"offensive";"Élisabeth Borne";0,4332;1
"8754";"opacifier";"Élisabeth Borne";0,4332;1
"8755";"orateur";"Élisabeth Borne";0,4332;1
"8756";"orient";"Élisabeth Borne";0,4332;1
"8757";"pack";"Élisabeth Borne";0,4332;1
"8758";"packaging";"Élisabeth Borne";0,4332;1
"8759";"paillette";"Élisabeth Borne";0,4332;1
"8760";"papillon";"Élisabeth Borne";0,4332;1
"8761";"passionner";"Élisabeth Borne";0,4332;1
"8762";"pécheur";"Élisabeth Borne";0,4332;1
"8763";"pédagogue";"Élisabeth Borne";0,4332;1
"8764";"pérenniser";"Élisabeth Borne";0,4332;1
"8765";"persistance";"Élisabeth Borne";0,4332;1
"8766";"persuader";"Élisabeth Borne";0,4332;1
"8767";"pin";"Élisabeth Borne";0,4332;1
"8768";"placette";"Élisabeth Borne";0,4332;1
"8769";"plainte";"Élisabeth Borne";0,4332;1
"8770";"planer";"Élisabeth Borne";0,4332;1
